2016-03-25 22:06:39	1134	69
2016-03-25 22:06:49	1134	69
2016-03-25 22:07:00	1134	69
2016-03-25 22:07:10	1134	69
2016-03-25 22:07:20	1134	69
2016-03-25 22:07:30	1134	69
2016-03-25 22:07:40	1134	69
2016-03-25 22:07:50	1134	69
2016-03-25 22:08:00	1134	69
2016-03-25 22:08:10	1134	69
2016-03-25 22:08:20	1134	69
2016-03-25 22:08:30	1134	69
2016-03-25 22:08:40	1134	69
2016-03-25 22:08:50	1134	69
2016-03-25 22:09:00	1134	69
2016-03-25 22:09:10	1134	69
2016-03-25 22:09:20	1134	69
2016-03-25 22:09:30	1134	69
2016-03-25 22:09:40	1152	69
2016-03-25 22:09:50	1182	69
2016-03-25 22:10:00	1182	69
2016-03-25 22:10:10	1182	69
2016-03-25 22:10:20	1182	69
2016-03-25 22:10:30	1182	69
2016-03-25 22:10:40	1182	69
2016-03-25 22:10:50	1182	69
2016-03-25 22:11:00	1182	69
2016-03-25 22:11:10	1182	69
2016-03-25 22:11:20	1182	69
2016-03-25 22:11:30	1177	69
2016-03-25 22:11:40	1168	69
2016-03-25 22:11:50	1168	69
2016-03-25 22:12:00	1168	69
2016-03-25 22:12:10	1168	69
2016-03-25 22:12:20	1168	69
2016-03-25 22:12:31	1168	69
2016-03-25 22:12:41	1168	69
2016-03-25 22:12:51	1168	69
2016-03-25 22:13:01	1168	69
2016-03-25 22:13:11	1168	69
2016-03-25 22:13:21	1168	69
2016-03-25 22:13:31	1168	69
2016-03-25 22:13:41	1168	69
2016-03-25 22:13:51	1168	69
2016-03-25 22:14:01	1168	69
2016-03-25 22:14:11	1168	69
2016-03-25 22:14:21	1168	69
2016-03-25 22:14:31	1168	69
2016-03-25 22:14:41	1168	69
2016-03-25 22:14:51	1168	69
2016-03-25 22:15:01	1168	69
2016-03-25 22:15:11	1168	69
2016-03-25 22:15:21	1168	69
2016-03-25 22:15:31	1168	69
2016-03-25 22:15:41	1168	69
2016-03-25 22:15:51	1168	69
2016-03-25 22:16:01	1187	69
2016-03-25 22:16:11	1187	69
2016-03-25 22:16:21	1193	69
2016-03-25 22:16:31	1193	69
2016-03-25 22:16:41	1193	69
2016-03-25 22:16:51	1193	69
2016-03-25 22:17:01	1193	69
2016-03-25 22:17:11	1193	69
2016-03-25 22:17:21	1193	69
2016-03-25 22:17:31	1193	69
2016-03-25 22:17:41	1193	69
2016-03-25 22:17:51	1193	69
2016-03-25 22:18:02	1193	69
2016-03-25 22:18:12	1193	69
2016-03-25 22:18:22	1193	69
2016-03-25 22:18:32	1198	69
2016-03-25 22:18:42	1203	69
2016-03-25 22:18:52	1203	69
2016-03-25 22:19:02	1203	69
2016-03-25 22:19:12	1203	69
2016-03-25 22:19:22	1203	69
2016-03-25 22:19:32	1203	69
2016-03-25 22:19:42	1198	69
2016-03-25 22:19:52	1198	69
2016-03-25 22:20:02	1198	69
2016-03-25 22:20:12	1198	69
2016-03-25 22:20:22	1192	69
2016-03-25 22:20:32	1192	69
2016-03-25 22:20:42	1192	69
2016-03-25 22:20:52	1192	69
2016-03-25 22:21:02	1192	69
2016-03-25 22:21:12	1192	69
2016-03-25 22:21:22	1192	69
2016-03-25 22:21:32	1192	69
2016-03-25 22:21:42	1192	69
2016-03-25 22:21:52	1187	69
2016-03-25 22:22:02	1187	69
2016-03-25 22:22:12	1178	69
2016-03-25 22:22:22	1178	69
2016-03-25 22:22:32	1168	69
2016-03-25 22:22:42	1168	69
2016-03-25 22:22:52	1168	69
2016-03-25 22:23:02	1168	69
2016-03-25 22:23:12	1168	69
2016-03-25 22:23:22	1168	69
2016-03-25 22:23:32	1168	69
2016-03-25 22:23:43	1158	69
2016-03-25 22:23:53	1154	69
2016-03-25 22:24:03	1154	69
2016-03-25 22:24:13	1154	69
2016-03-25 22:24:23	1154	69
2016-03-25 22:24:33	1154	69
2016-03-25 22:24:43	1154	69
2016-03-25 22:24:53	1154	69
2016-03-25 22:25:03	1149	69
2016-03-25 22:25:13	1140	69
2016-03-25 22:25:23	1140	69
2016-03-25 22:25:33	1140	69
2016-03-25 22:25:43	1140	69
2016-03-25 22:25:53	1135	69
2016-03-25 22:26:03	1135	69
2016-03-25 22:26:13	1135	69
2016-03-25 22:26:23	1135	69
2016-03-25 22:26:33	1135	69
2016-03-25 22:26:43	1126	69
2016-03-25 22:26:53	1126	69
2016-03-25 22:27:03	1126	69
2016-03-25 22:27:13	1121	69
2016-03-25 22:27:23	1116	69
2016-03-25 22:27:33	1112	69
2016-03-25 22:27:43	1112	69
2016-03-25 22:27:53	1107	69
2016-03-25 22:28:03	1107	69
2016-03-25 22:28:13	1107	69
2016-03-25 22:28:23	1107	69
2016-03-25 22:28:33	1107	69
2016-03-25 22:28:43	1107	69
2016-03-25 22:28:53	1107	69
2016-03-25 22:29:03	1107	69
2016-03-25 22:29:13	1107	69
2016-03-25 22:29:24	1107	69
2016-03-25 22:29:34	1107	69
2016-03-25 22:29:44	1117	69
2016-03-25 22:29:54	1121	69
2016-03-25 22:30:04	1121	69
2016-03-25 22:30:14	1121	69
2016-03-25 22:30:24	1121	69
2016-03-25 22:30:34	1112	69
2016-03-25 22:30:44	1102	69
2016-03-25 22:30:54	1102	69
2016-03-25 22:31:04	1034	69
2016-03-25 22:31:14	1010	69
2016-03-25 22:31:24	961	69
2016-03-25 22:31:34	952	69
2016-03-25 22:31:44	914	69
2016-03-25 22:31:54	866	69
2016-03-25 22:32:04	857	68
2016-03-25 22:32:14	841	68
2016-03-25 22:32:24	786	68
2016-03-25 22:32:34	765	68
2016-03-25 22:32:44	772	68
2016-03-25 22:32:54	785	67
2016-03-25 22:33:04	778	67
2016-03-25 22:33:14	740	67
2016-03-25 22:33:24	743	67
2016-03-25 22:33:34	680	67
2016-03-25 22:33:44	684	66
2016-03-25 22:33:54	694	66
2016-03-25 22:34:04	656	66
2016-03-25 22:34:14	668	66
2016-03-25 22:34:24	621	66
2016-03-25 22:34:34	613	65
2016-03-25 22:34:44	597	65
2016-03-25 22:34:55	597	65
2016-03-25 22:35:05	633	65
2016-03-25 22:35:15	585	65
2016-03-25 22:35:25	597	65
2016-03-25 22:35:35	577	64
2016-03-25 22:35:45	603	64
2016-03-25 22:35:55	585	64
2016-03-25 22:36:05	644	64
2016-03-25 22:36:15	545	64
2016-03-25 22:36:25	621	64
2016-03-25 22:36:35	627	64
2016-03-25 22:36:45	568	64
2016-03-25 22:36:55	569	64
2016-03-25 22:37:05	602	64
2016-03-25 22:37:15	579	64
2016-03-25 22:37:25	603	64
2016-03-25 22:37:35	571	63
2016-03-25 22:37:45	567	63
2016-03-25 22:37:55	572	63
2016-03-25 22:38:05	582	63
2016-03-25 22:38:15	594	63
2016-03-25 22:38:25	604	63
